"group";"order";"family";"genus";"species";"area";"country";"from";"to";"period";"origin";"summary";"reference";"href"
"Marine Fish";"Lamniformes";"Lamnidae";"Isurus";"Isurus oxyrinchus";"South West Indian Ocean";"South Africa";1978;1989;"From 1978 to 1989";"Seawater";"A total of 151 stomachs were analysed and in one of them a white plastic packet was found";"Cliff, G., Dudley, S.F.J. & Davis, B. (1990). Sharks caught in the protective gill nets off Natal, South Africa. 3. The shortfin mako shark Isurus oxyrinchus (Rafinesque). South African Journal of Marine Science, 9(1), 115-126";"https://doi.org/10.2989/025776190784378808"
"Marine Fish";"Carcharhiniformes ";"Carcharhinidae ";"Carcharhinus";"Carcharhinus leucas";"South West Indian Ocean";"South Africa";1978;1990;"From 1978 to 1990";"Seawater";"A total of 309 stomachs with prey items were analysed, and 4 stomachs contained fishermen bait, 19 contained hooks, and 2 contained plastic.";"Cliff , G. & Dudley, S.F.J. (1991) Sharks caught in the protective gill nets off Natal, South Africa. 4. The bull shark Carcharhinus leucas Valenciennes. South African Journal of Marine Science, 10(1), 253-270";"https://doi.org/10.2989/02577619109504636"
"Marine Fish";"Carcharhiniformes ";"Triakidae";"Mustelus";"Mustelus mustelus";"South East Atlantic Ocean";"South Africa";1984;1990;"From 1984 to 1990";"Seawater";"A total of 353 stomachs were analysed and 2 hook an lines were found in 1 stomach";"Smale, M.J. & Compagno, L.J.V. (1997). Life history and diet of two southern African smoothhound sharks, Mustelus mustelus (Linnaeus, 1758) and Mustelus palumbes Smith, 1957 (Pisces: Triakidae). South African Journal of Marine Science, 18(1), 229-248";"https://doi.org/10.2989/025776197784160992"
"Marine Fish";"Carcharhiniformes ";"Sphyrnidae";"Sphyrna";"Sphyrna lewini";"South West Indian Ocean";"South Africa";1983;1998;"From 1983 to 1998";"Seawater";"A total of 832 stomachs contained prey were examined and one stomach contained a plastic and one stomach contained fishermen bait.";"de Bruyn, P., Dudley, S.F.J., Cliff, G. & Smale, M.J. (2005). Sharks caught in the protective gill nets off KwaZulu-Natal, South Africa. 11. The scalloped hammerhead shark Sphyrna lewini (Griffith and Smith). African Journal of Marine Science, 27(3), 517-528";"https://doi.org/10.2989/18142320509504112"
"Marine Fish";"Carcharhiniformes ";"Carcharhinidae ";"Carcharhinus";"Carcharhinus obscurus";"South West Indian Ocean";"South Africa";1983;1999;"From 1983 to 1999";"Seawater";"A total of 725 stomachs contained prey remains. Tin was found in one stomach and three stomachs contained plastic";"Dudley, S.F.J., Cliff, G., Zungu, M.P. & Smale, M.J. 2005. Sharks caught in the protective gill nets off KwaZulu-Natal, South Africa. 10. The dusky shark Carcharhinus obscurus (Lesueur 1818). African Journal of Marine Science, 27(1), 107-127";"10.2989/18142320509504072"
"Marine Mammal";"Cetartiodactyla";"Delphinidae";"Orcinus";"Orcinus orca";"South West Indian Ocean";"South Africa";1969;1969;"4th July 1969";"Seawater";"A male of 6.10 m stranded 4th July 1969 (69/10) had a piece of dry suit, plastic milk bottle, plastic sheeting, cardboard carton (male 6,1m) (same animal described in Best et al. 2010)";"Best, P.B., Meÿer, M.A., Thornton, M., Kotze, P.G.H., Seakamela, S.M., Hofmeyr, G.J.G., Hofmeyr, G.J.G., Wintner, S., Weland, C.D. & Steinke, D. 2014. Confirmation of the occurrence of a second killer whale morphotype in South African waters. African Journal of Marine Science, 36(2), 215-224.";"10.2989/1814232X.2014.923783"
"Marine Mammal";"Cetartiodactyla";"Delphinidae";"Orcinus";"Orcinus orca";"South West Indian Ocean";"South Africa";1962;2010;"From 1962 to 2010";"Seawater";"Three killer whales presented anthropogenic items in their stomachs: U71/2299 (indeterminated year) contained a piece of string; a male of 6.10 m stranded 4th July 1969 (69/10) had a piece of dry suit, plastic milk bottle, plastic sheeting, cardboard carton (male 6,1m); and a male of 5.95 cm (91/17) contained a piece of rope and fishing line";"Best, P.B., Meÿer, M.A. & Lockyer, C. (2010). Killer whales in South African waters—a review of their biology. African Journal of Marine Science, 32(2), 171–186 & ";"10.2989/1814232X.2010.501544"
"Marine Fish";"Mugiliformes";"Mugilidae";"Mugil";"Mugil cephalus";"South West Indian Ocean";"South Africa";2014;2014;"11th November 2014";"Seawater";"A total of 72.8% (SD=4.7) of mullet (n=51) contained plastic in their digestive tracts. An average of 3.2 particles per fish were found, with a total of 260 particles identified. Fibers comprised 51.2%, fragments 34,6%, polystyrene 7.3%, films 5.0%, 1.5% monofilament line and 0.4% twine.";"Naidoo, T., Smit, A. & Glassom, D. (2016). Plastic ingestion by estuarine mullet Mugil cephalus (Mugilidae) in an urban harbour, KwaZulu-Natal, South Africa. African Journal of Marine Science, 38(1), 145–149";"10.2989/1814232x.2016.1159616 "
"Jellyfish, Ctenophora & Chaetognaths";"Chaetognatha";" Phylum Chaetognatha";" Phylum Chaetognatha";" Phylum Chaetognatha";"West Indian Ocean";"Kenya";2017;2017;"From 6th to 21st February 2017";"Seawater";"A total of 51 out of 110 Chaetognata ingested particles, with 0.46 particles ingested per individual";"Kosore, C., Ojwang, L., Maghanga, J., Kamau, J., Kimeli, A., Omukoto, J., Ngisiag'e, N.m Mwaluma, J., Ong'ada, H., Magori, C. & Ndirui, E. 2018. Occurrence and ingestion of microplastics by zooplankton in Kenya’s marine environment: first documented evidence. African Journal of Marine Science, 40(3), 225–234";"10.2989/1814232X.2018.1492969"
"Zooplankton (Marine)";"Copepoda";"Class Copepoda";"Class Copepoda";"Class Copepoda";"West Indian Ocean";"Kenya";2017;2017;"From 6th to 21st February 2017";"Seawater";"A total of 36 out of 110 Copepoda ingested particles, with 0.33 ingested particles per individual";"Kosore, C., Ojwang, L., Maghanga, J., Kamau, J., Kimeli, A., Omukoto, J., Ngisiag'e, N.m Mwaluma, J., Ong'ada, H., Magori, C. & Ndirui, E. 2018. Occurrence and ingestion of microplastics by zooplankton in Kenya’s marine environment: first documented evidence. African Journal of Marine Science, 40(3), 225–234";"10.2989/1814232X.2018.1492969"
"Zooplankton (Marine)";"Amphipoda";"Class Amphhipoda";"Class Amphhipoda";"Class Amphhipoda";"West Indian Ocean";"Kenya";2017;2017;"From 6th to 21st February 2017";"Seawater";"A total of 24 out of 110 Amphipoda ingested plastic, with 0.22 particles ingested per individual";"Kosore, C., Ojwang, L., Maghanga, J., Kamau, J., Kimeli, A., Omukoto, J., Ngisiag'e, N.m Mwaluma, J., Ong'ada, H., Magori, C. & Ndirui, E. 2018. Occurrence and ingestion of microplastics by zooplankton in Kenya’s marine environment: first documented evidence. African Journal of Marine Science, 40(3), 225–234";"10.2989/1814232X.2018.1492969"
"Zooplankton (Marine)";"Fish larvae";"Class Teleostei ";"Class Teleostei ";"Class Teleostei ";"West Indian Ocean";"Kenya";2017;2017;"From 6th to 21st February 2017";"Seawater";"A total of 18 out of 110 fish larvae ingested plastic, with 0.16 particles ingested per individual";"Kosore, C., Ojwang, L., Maghanga, J., Kamau, J., Kimeli, A., Omukoto, J., Ngisiag'e, N.m Mwaluma, J., Ong'ada, H., Magori, C. & Ndirui, E. 2018. Occurrence and ingestion of microplastics by zooplankton in Kenya’s marine environment: first documented evidence. African Journal of Marine Science, 40(3), 225–234";"10.2989/1814232X.2018.1492969"
"Marine Fish";"Carcharhiniformes ";"Sphyrnidae";"Sphyrna";"Sphyrna zygaena";"South West Indian Ocean";"South Africa";1983;2014;"1983–2014";"Seawater";"From the 685 stomachs analysed, 0.29% (n=2) contained a plastic in each of them";"Dicken, M., Winker, H., Smale, M. & Cliff, G. 2018. Sharks caught in the KwaZulu-Natal bather protection programme, South Africa. 14. The smooth hammerhead shark Sphyrna zygaena (Linnaeus). African Journal of Marine Science, 40(2), 157–174";"10.2989/1814232x.2018.1470031"
"Marine Worm";"Sabellida ";"Sabellariidae";"Gunnarea";"Gunnarea gaimardi";"South West Indian Ocean & South East Atlantic Ocean";"South Africa";2016;2017;"July 2016 and April/May 2017";"Seawater";"Microplastic particles were found in the tube structure of G. gaimardi from all study sites, at densities of 0.056–1.113 microplastic particles g–1 (dwt). ";"Nel, H. & Froneman, P. 2018. Presence of microplastics in the tube structure of the reef-building polychaete Gunnarea gaimardi (Quatrefages 1848). African Journal of Marine Science, 40(1), 87–89";"10.2989/1814232x.2018.1443835 "
"Terrestrial Mammal";"Carnivora";"Viverridae";"Viverra";"Viverra civetta";"South Africa";"South Africa";1977;1977;"Previous to 1977";"Land";"Miscellaneous items where found, which included plastic bags, wire,
sand and stones in 21% (Table 1).";"Guy, P. 1977. A note on the food of the civet viverra civetta (Schreber), in the Sengwa Wildlife Research Area, Rhodesia. South African Journal of Wildlife Research, 7(2), 87-88";"https://journals.co.za/doi/pdf/10.10520/AJA03794369_3292"
"Terrestrial Mammal";"Artiodactyla";"Bovidae";"Redunca";"Redunca fulvorufula";"South Africa";"South Africa";1970;1971;"From January 1970 to May 1971";"Land";"Miscellaneous itmes (including commercial antelope pellets, hay, litter, soil and bark) occurred 1%";"Irby, L.R. 1984. Food selection by mountain reedbuck in the Loskop Dam Nature Reserve. South African Journal of Wildlife Research, 14(2), 29-32";"https://bit.ly/2lDZlsJ"
"Terrestrial Mammal";"Carnivora";"Herpestidae";"Galerella";"Galerella pulverulenta";"South Africa";"South Africa";1988;1989;"From April 1988 to February 1989";"Freshwater";"A total of 20% of the refuse items (2.4%) was house garbage";"Cavallini, P. & Nel, J.A.J. 1990. The feeding ecology of the Cape grey mongoose, Galerella pulverulenta (Wagner 1839) in a coastal area. African Journal of Ecology, 28(2), 123–130";"10.1111/j.1365-2028.1990.tb01144.x"
"Terrestrial Mammal";"Carnivora";"Canidae";"Canis";"Canis mesomelas";"South Africa";"Botswana";1995;1997;"From November 1995 to February 1997";"Land";"A total of 76 anthropogenic items (14.8%N, n=237) were recorded. They were classified in two groups: 1) remains from domestic animals (e.g. fish, claws, feathers bone chips and fish remains; 2) derived frome xplotable scraps (plastic bags, bottle tops and fragments of glass) ";"Kaunda, S.K.K. & Skinner, J.D. 2003. Black-backed jackal diet at Mokolodi Nature Reserve, Botswana. African Journal of Ecology, 41(1), 39–46 ";"10.1046/j.1365-2028.2003.00405.x "
"Terrestrial Mammal";"Carnivora";"Canidae";"Canis";"Canis mesomelas";"South Africa";"South Africa";2009;2010;"From June 2009 to May 2010";"Land";"A total of three scats contained anthropogenic items (plastic and metal) (0.4%F, n=295, Great Fish River
Reserve; 1.1%F, n=201, Kwandwe Private Game Reserve)";"Brassine, M.C. & Parker, D.M. 2011. Does the presence of large predators affect the diet of a mesopredator? African Journal of Ecology, 50(2), 243–246 ";"10.1111/j.1365-2028.2011.01308.x "
"Terrestrial Mammal";"Carnivora";"Viverridae";"Civettictis";"Civettictis civetta";"Central Africa";"Ethiopia";2012;2013;"From December 2012 to March 2013";"Land";"""About 1.8% (wet) and 1.3% (dry) seasons scat biomass were from nonfood items. The items include mud (clay), plastic and rubber materials, fabrics, cartons and papers, ceramic and metallic materials.""";"Habtamu, T., Bekele, A., Ahmed, R., Gadisa, T., Birlie, B., Tolemariam, T. & Belay, B. 2017. Diets of the African Civet Civettictis civetta (Schreber, 1778) in selected coffee forest habitat, south-western Ethiopia. African Journal of Ecology, 55(4), 573–579";"10.1111/aje.12390 "
"Terrestrial Mammal";"Carnivora";"Canidae";"Canis";"Canis lupaster";"Central Africa";"Ethiopia";2010;2010;"From October to December 2010";"Land";"A total of 6 scats (5.9%, n=101) contained plastic materials";"Atickem, A., Simeneh, G., Bekele, A., Mekonnen, T., Sillero-Zubiri, C., Hill, R.A. & Stenseth, N.C. 2017. African wolf diet, predation on livestock and conflict in the Guassa mountains of Ethiopia. African Journal of Ecology, 55(4), 632–639";"10.1111/aje.12399"
"Terrestrial Mammal";"Carnivora";"Canidae";"Canis";"Canis mesomelas";"South Africa";"South Africa";1961;1963;"From May 1961 to May 1963";"Land";"Non-food items included newspaper, rubber and an elastic band (n=185)";"Grafton,  R.N. 1965. Food of the Black-Backed Jackal: A Preliminary Report. Zoologica Africana, 1(1), 41-53";"10.1080/00445096.1965.11447298"
"Seabirds";"Procellariiformes ";"Procellariidae";"Halobaena";"Halobaena caerulea";"South West Indian Ocean";"Prince Edward Islands (Canada)";1984;1985;"From 16th November 1984 to 8th January 1985";"Seawater";"""A total of six plastic pellets and discs occurred in five out of 40 samples (12,5070). The mass of these particles was negligible"".";"Steele, W.K. & Klages, N.T. 1986. Diet of the blue petrel at sub-Antarctic Marion Island. South African Journal of Zoology, 21(3), 253-256";"10.1080/02541858.1986.11447991"
"Seabirds";"Procellariiformes ";"Procellariidae";"Pachyptila";"Pachyptila salvini";"South West Indian Ocean";"Prince Edward Islands (Canada)";1985;1985;"23rd and 24th February 1985";"Seawater";"""Small pieces of plastic were found in two samples and a single unidentified insect abdomen in one""";"Gartshore, N.A., Steele, W.K. & Klages, N.T. 1988. Summer diet of the Salvin’s prion at sub-Antarctic Marion Island. South African Journal of Zoology, 23(4), 309-313";"10.1080/02541858.1988.11448118"
"Freshwater Fish";"Cypriniformes";"Cyprinidae";"Alburnus";"Alburnus alburnus";"Baltic Sea";"Sweden";1978;1978;"September 1978";"Laboratory Experiment";"Lab experiment with Chlorinated parafins ";"Bengtsson, B.-E. and Ofstad, E.B. 1982. Long-term studies on uptake and elimination of some chlorinated paraffins in the bleak, Alburnnus alburnus. Mbio, 11(1), 38-40";"https://www.jstor.org/stable/4312750"
"Marine Mammal";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus tropicalis";"Macquaire Island";"Antarctica";1990;1997;"From late November to early April 1990-1991 & 1996-1997";"Seawater";"A total of 145 scats were analysed and 164 paticles were found.  Five main polymer groups were identified: Polyethylene (93%), polypropylene (4%), poly(1-Cl-1-butenylene) polychloroprene (2%), melamine-urea (phenol) (formaldehyde) resin (0.5%), and cellulose (0.5%). ";"Eriksson, C. & Burton, H. 2003. Origins and Biological Accumulation of Small Plastic Particles in Fur Seals from Macquarie Island. Ambio, 32(6), 380-384";"https://www.jstor.org/stable/4315405"
"Marine Mammal";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus gazella";"Macquaire Island";"Antarctica";1990;1997;"From late November to early April 1990-1991 & 1996-1997";"Seawater";"A total of 145 scats were analysed and 164 paticles were found.  Five main polymer groups were identified: Polyethylene (93%), polypropylene (4%), poly(1-Cl-1-butenylene) polychloroprene (2%), melamine-urea (phenol) (formaldehyde) resin (0.5%), and cellulose (0.5%). ";"Eriksson, C. & Burton, H. 2003. Origins and Biological Accumulation of Small Plastic Particles in Fur Seals from Macquarie Island. Ambio, 32(6), 380-384";"https://www.jstor.org/stable/4315405"
"Marine Mammal";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus gazella";"Macquaire Island";"Antarctica";1990;1991;"From December 1990 to March 1991";"Seawater";"A total of 5 out of 138 scats contained plastics";"Goldsworthy, S.D., Hindell, M.A. & Crowley, H.M. 1997. Diet and diving behaviour of sympatric fur seals Arctocephalus gazella and A. tropicalis at Macquarie Island. In: Marine Mammal Research in the Southern Hemisphere, Status Ecology and Medicine Vol 1. Hindell, M. and Kemper, C. (eds). Surrey, Beatty & Sons, Chipping Norton, NSW 2170. pp. 151–163.";"https://www.researchgate.net/publication/233406938_Diet_and_diving_behaviour_of_sympatric_fur_seals_Arctocephalus_gazella_and_A-tropicalis_at_Macquarie_Island"
"Marine Mammal";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus tropicalis";"Macquaire Island";"Antarctica";1990;1991;"From December 1990 to March 1991";"Seawater";"A total of 5 out of 138 scats contained plastics";"Goldsworthy, S.D., Hindell, M.A. & Crowley, H.M. 1997. Diet and diving behaviour of sympatric fur seals Arctocephalus gazella and A. tropicalis at Macquarie Island. In: Marine Mammal Research in the Southern Hemisphere, Status Ecology and Medicine Vol 1. Hindell, M. and Kemper, C. (eds). Surrey, Beatty & Sons, Chipping Norton, NSW 2170. pp. 151–163.";"https://www.researchgate.net/publication/233406938_Diet_and_diving_behaviour_of_sympatric_fur_seals_Arctocephalus_gazella_and_A-tropicalis_at_Macquarie_Island"
